CodeMembre,Nom,Prenom,Rue,Ville,CodePostal,DateNaissance,Mail,Telephone,CompteTemps,habitantParc,nom_de_commerce,solde_ecu
552,Wollesen,Dorothy,1320 Pacheco St,W. Linn,86173,1975-03-24,NULL,976-555-4463,0,0,NULL,0
553,Lee,Marjorie,2815 Piper Ridge Court,Altadena,95327,1968-08-17,NULL,480-555-1613,0,0,NULL,0
554,Gimmi,Mary,8929 Dayton Court,Yakima,61088,1944-07-24,NULL,400-555-9820,0,0,NULL,0
555,Pugh,Milton,679 Pepperidge Way,Berkeley,14962,1948-08-26,NULL,826-555-5598,0,0,NULL,0
556,Bennetts,John,7047 Terra Granda,San Jose,19592,1959-08-03,NULL,768-555-3434,0,0,NULL,0
557,Woodard,Caroline,1707 Willowwood Ct.,Torrance,38626,1957-11-18,NULL,557-555-1499,0,0,NULL,0
558,Manzanares,Tomas,8328 San Francisco,Portland,35710,1970-05-20,NULL,522-555-6963,0,0,NULL,0
559,Stotler,Kayla,5898 Mt. Dell,Marysville,90383,1992-01-11,NULL,573-555-7313,0,0,NULL,0
560,Peoples,Elizabeth,2775 Bonifacio Street,La Mesa,27337,1976-03-14,NULL,561-555-2406,0,0,NULL,0
561,Choi,Mike,598 Marfargoa Drive,Fremont,77694,1979-05-26,NULL,634-555-1384,0,0,NULL,0
562,Quintana,Mary Lou,385 Joan Ave,Fremont,79809,1971-07-06,NULL,884-555-7763,0,0,NULL,0
563,Bright,Christopher,8461 Lodge Drive,Issaquah,70035,1935-09-26,NULL,980-555-5370,0,0,NULL,0
564,Rodgers,Scott,8502 Bates Court,Hidalgo,38312,1961-02-28,NULL,943-555-1952,0,0,NULL,0
565,Gates,Janet,6833 Filomena,Edmonds,20992,1981-04-21,NULL,162-555-7187,0,0,NULL,0
566,Watkins,Darren,9783 Amaranth Way,Walla Walla,54430,1940-02-21,NULL,697-555-5480,0,0,NULL,0
567,Christensen,Charles,1025 Holly Oak Drive,Santa Fe,75979,1973-06-05,NULL,178-555-4002,0,0,NULL,0
568,Banks,Darrell,4230 Falcon Place,San Andres,75579,1984-04-18,NULL,735-555-9923,0,0,NULL,0
569,Carlisle,Carlton,5725 Glazier Drive,Yakima,63290,1939-05-07,NULL,239-555-7073,0,0,NULL,0
570,Tramel,Abe,9183 Via Del Sol,Issaquah,27592,1935-08-01,NULL,158-555-6280,0,0,NULL,0
571,Curry,Jose,3589 G Street,Bremerton,81923,1991-10-26,NULL,585-555-2059,0,0,NULL,0
572,Haines,Betty,9956 McNeil Place,Bellingham,86554,1969-01-22,NULL,527-555-8894,0,0,NULL,0
573,Campbell,Deborah,1961 Oak Grove Road,Beaverton,65893,1999-12-08,NULL,316-555-6959,0,0,NULL,0
574,Whitney,Catherine,1239 Linnet Court,La Jolla,76380,1986-05-18,NULL,520-555-7080,0,0,NULL,0
575,Mitchell,Neva,6152 Del Mar Ave,Imperial Beach,61576,1970-09-07,NULL,331-555-3773,0,0,NULL,0
576,Dodd,Cindy,5684 San Marino Ct.,Burnaby,96204,1986-07-07,NULL,910-555-8441,0,0,NULL,0
577,Cereghino,Stacey,852 Santa Maria,Coronado,47561,1963-08-27,NULL,744-555-3762,0,0,NULL,0
578,Meyer,Helen,639 Bermad Drive,San Diego,49676,1987-07-04,NULL,994-555-1140,0,0,NULL,0
579,Stevens,Olga,4650 Carlos Dr.,Langford,66195,1983-06-21,NULL,190-555-7747,0,0,NULL,0
580,Campbell,Joan,4691 Frisbie Court,Berkeley,34472,1971-06-21,NULL,702-555-7412,0,0,NULL,0
581,Walker,Silvia,5678 Arlington Way,Imperial Beach,89859,1953-05-11,NULL,821-555-3648,0,0,NULL,0
582,Pasumansky,Mosha,5972 El Pintado Road,Redmond,24298,1956-02-19,NULL,456-555-1940,0,0,NULL,0
583,Whitney,Shawn,7214 Peachwillow,Santa Cruz,72139,1951-03-28,NULL,836-555-9462,0,0,NULL,0
584,Saunders,Lloyd,419 Mills Dr.,Coronado,45447,1994-08-10,NULL,494-555-6383,0,0,NULL,0
585,Vandenouer,Rose,1914 N Lucile Lane,Royal Oak,59450,1982-06-24,NULL,898-555-3533,0,0,NULL,0
586,Vincenzi,Eric,8028 39th Avenue,Daly City,97918,1952-08-26,NULL,817-555-2740,0,0,NULL,0
587,Herring,Cheryl,9777 Mozden Lane,Puyallup,51791,1969-07-21,NULL,344-555-7519,0,0,NULL,0
588,Garza,Kathleen,6146 Schenone Court,Yakima,82714,1974-11-19,NULL,286-555-5355,0,0,NULL,0
589,Westover,Gail,805 Willow Lane,Palo Alto,2748,1978-10-13,NULL,426-555-9336,0,0,NULL,0
590,Hagemann,Matthew,7427 Terra Catalina,Victoria,72540,1989-09-06,NULL,630-555-9458,0,0,NULL,0
591,Vasquez,Patricia,2341 Lindley Ct,Beaverton,57735,1936-10-19,NULL,441-555-6151,0,0,NULL,0
592,McCarthy,Lola,1874 Royal Links Circle,Cliffside,93688,1995-08-27,NULL,668-555-4901,0,0,NULL,0
593,Bacalzo,Phillip,7040 Isabel Dr.,Beverly Hills,89846,1992-02-07,NULL,503-555-9222,0,0,NULL,0
594,Berch,Marian,6827 Glazier Dr.,Seattle,91961,1990-12-19,NULL,753-555-6601,0,0,NULL,0
595,Taylor,Mike,4904 Hillview Drive,La Jolla,94813,1948-07-06,NULL,188-555-7865,0,0,NULL,0
596,Whipple,Vivian,7600 Yosemite Circle,Lynnwood,50464,1980-06-14,NULL,461-555-3872,0,0,NULL,0
597,Laursen,Cecilia,5932 Rainier Dr.,Hidalgo,33145,1994-02-01,NULL,580-555-9108,0,0,NULL,0
598,Olguin,Lee,8882 Weatherly Way,Newport Beach,66582,1959-07-07,NULL,214-555-7401,0,0,NULL,0
599,Ayers,Stephen,7468 Franklin Canyon Road,Sedro Woolley,88132,1998-07-24,NULL,595-555-5922,0,0,NULL,0
600,Kotc,Pamala,3328 Via Cortez,Long Beach,87731,1991-05-20,NULL,253-555-2843,0,0,NULL,0
601,Coriell,Marlin,4824 Discovery Bay,Beverly Hills,75442,1953-03-15,NULL,783-555-1391,0,0,NULL,0
602,Warthen,Clay,8282 Meadowbrook Court,Puyallup,41204,1955-02-14,NULL,703-555-9598,0,0,NULL,0
603,Johnson,Greg,2687 Gilberto,La Jolla,94076,1934-08-06,NULL,468-555-9034,0,0,NULL,0
604,Huckaby,George,6400 Kenwal Rd.,Richmond,98706,1983-11-12,NULL,411-555-6870,0,0,NULL,0
605,Gustafson,Faith,1060 McElroy Court,Burbank,18741,1949-07-04,NULL,860-555-1277,0,0,NULL,0
606,Thompson,Donald,7681 Hillcrest,Port Hammond,15825,1988-12-24,NULL,164-555-1398,0,0,NULL,0
607,Hendricks,Valentina,5251 Canyon Road,Anacortes,10214,1979-12-18,NULL,876-555-7091,0,0,NULL,0
608,Black,Mae,2128 Holland Drive.,Coronado,36974,2000-06-23,NULL,203-555-5841,0,0,NULL,0
609,Vansant,Carlos,1314 Westover Dr.,Daly City,87331,1971-11-11,NULL,937-555-1162,0,0,NULL,0
610,Bentley,Richard,1101 C Street,Daly City,87541,1931-06-21,NULL,526-555-2198,0,0,NULL,0
611,Ritacco,Thomas,9177 Concord Royale,Grossmont,77767,1991-09-06,NULL,622-555-8806,0,0,NULL,0
612,Theisen,Karen,9218 Sanford St.,Walla Walla,46044,1985-05-10,NULL,895-555-4813,0,0,NULL,0
613,Berger,John,7549 Longview Rd.,Mill Valley,28725,1961-08-22,NULL,702-555-1702,0,0,NULL,0
614,Koski,Joy,500 Rockledge Lane,Tacoma,35870,1958-09-25,NULL,997-555-5337,0,0,NULL,0
615,Fitzgerald,Duane,1742 Breck Court,Shawnee,83711,1965-03-21,NULL,478-555-3859,0,0,NULL,0
616,Camacho,Lindsey,4946 Abbey Court,Langford,83311,1932-01-25,NULL,136-555-9780,0,0,NULL,0
617,Alvarado,Selena,6441 Via Santa Fe,Puyallup,71022,1984-03-06,NULL,779-555-1588,0,0,NULL,0
618,Brummer,Dick,9899 Geary Court,Grossmont,10492,1960-02-14,NULL,459-555-6138,0,0,NULL,0
619,Pinkston,Pat,4305 Amanda Circle,Lebanon,89656,1971-04-03,NULL,225-555-5573,0,0,NULL,0
620,Spivey,Kristin,674 Woodchuck Pl.,Burien,94286,1982-04-06,NULL,167-555-3409,0,0,NULL,0
621,Whiting,Gregory,5333 Garaventa Drive,Lake Oswego,14321,1980-07-22,NULL,855-555-1473,0,0,NULL,0
622,Espinoza,Martha,1955 Wallace Dr.,La Cruz,84112,1993-12-24,NULL,821-555-6938,0,0,NULL,0
623,Robinett,David,6868 West,Lincoln Acres,69308,1946-08-15,NULL,632-555-3630,0,0,NULL,0
624,Lundahl,Judy,6401 Cook Street,Seattle,62625,1999-10-17,NULL,859-555-2380,0,0,NULL,0
625,Demicell,Shawn,1569 Norse Drive,Corvallis,56618,1944-04-14,NULL,932-555-1359,0,0,NULL,0
626,Rousey,Linda,1355 Sequoia Drive,Guadalajara,78856,1994-03-09,NULL,634-555-4655,0,0,NULL,0
627,Marcovecchio,Kathy,9431 Sun View Terrace,Port Hammond,95375,1958-05-02,NULL,730-555-2262,0,0,NULL,0
628,Evans,Twanna,9472 Juliet Court,Colma,63651,1984-09-05,NULL,102-555-7269,0,0,NULL,0
629,Storjohann,Judy,460 Carzino Ct,La Mesa,20040,1934-12-24,NULL,460-555-7162,0,0,NULL,0
630,Maccietto,Denise,3410 Hemlock Ave.,El Cajon,53478,1955-08-10,NULL,756-555-1798,0,0,NULL,0
631,Buskirk,Deanna,1996 Sand Pointe Lane,Oakland,75027,1930-04-06,NULL,237-555-9319,0,0,NULL,0
632,Kesslep,Mary,5200 Pennsylvania Blvd,Vancouver,74626,2000-10-07,NULL,134-555-9898,0,0,NULL,0
633,Schultz,Barbara,6695 Kathleen Drive,N. Vancouver,62338,1955-11-23,NULL,537-555-7048,0,0,NULL,0
634,Bergin,Kris,2810 Guadalupe,Acapulco,28099,1963-06-01,NULL,218-555-2598,0,0,NULL,0
635,Steel,Merrill,P.O. Box 4559,Edmonds,80971,1936-05-15,NULL,883-555-2034,0,0,NULL,0
636,Marple,Melissa,928 Old Mountain View Dr.,Olympia,12894,1979-02-15,NULL,826-555-8869,0,0,NULL,0
637,Evans,Ann,5587 D St.,Cliffside,31928,1951-04-12,NULL,614-555-6934,0,0,NULL,0
638,Bruner,Shirley,6111 Guadalajara,Oregon City,27206,1996-05-11,NULL,579-555-3398,0,0,NULL,0
639,Troyer,Michael John,1025 R St.,Kirkland,86915,1981-09-27,NULL,742-555-6008,0,0,NULL,0
640,Sandidge,Mary,557 Diver Way,Royal Oak,23869,1996-08-27,NULL,969-555-4758,0,0,NULL,0
641,Skonnard,Monk,8380 Paso Del Rio Court,Spring Valley,74226,1973-09-20,NULL,142-555-3737,0,0,NULL,0
642,Beck,Christopher,8166 Starflower Dr,Spring Valley,76341,1997-08-24,NULL,392-555-1115,0,0,NULL,0
643,Abel,Catherine,3588 Vancouver Way,San Francisco,64952,1993-06-14,NULL,488-555-7722,0,0,NULL,0
644,Miller,Emilo,6284 Levee Rd.,Lebanon,33229,1981-06-14,NULL,761-555-3729,0,0,NULL,0
645,Walker,Hazel,4616 Cordova Way,Portland,15910,1963-06-04,NULL,219-555-3622,0,0,NULL,0
646,Brooks,John,7566 Keller Ridge Dr.,Bellflower,49347,1966-02-12,NULL,754-555-1915,0,0,NULL,0
647,Logan,Todd,8807 Soto St.,Bremerton,70897,1973-06-05,NULL,896-555-5779,0,0,NULL,0
648,Several,Joshua,2012 Reisling Court,San Carlos,70496,1999-03-01,NULL,792-555-6358,0,0,NULL,0
649,Thomas,James,3507 Limeridge Drive,Acapulco,58207,1986-12-15,NULL,296-555-3508,0,0,NULL,0
650,Vessa,Robert,6965 Appalachian Drive,Beaverton,23969,1968-06-01,NULL,877-555-8058,0,0,NULL,0
651,Tran,James,1371 Rogers Ave,Imperial Beach,76841,1973-02-12,NULL,993-555-4411,0,0,NULL,0
652,Crow,Shelley,7739 Pineknoll,Newport Beach,81471,1990-09-21,NULL,936-555-2247,0,0,NULL,0
653,Sims,Anne,9742 Anderson Way,Long Beach,15065,1982-05-04,NULL,724-555-9311,0,0,NULL,0
654,Tatman,Clarence,9021 Onley Dr,Chula Vista,71297,1931-05-11,NULL,689-555-5775,0,0,NULL,0
655,Nelsen,Jan,3935 Hawkins Street,Langford,56493,1948-06-24,NULL,501-555-2468,0,0,NULL,0
656,Cole,Jeanette,811 Via Cordona,Daly City,19739,1937-04-05,NULL,728-555-1218,0,0,NULL,0
657,Huntsman,Phyllis,8634 Forte Way,Glendale,43804,1946-01-23,NULL,801-555-9197,0,0,NULL,0
658,Arakawa,Hannah,8420 Dayton Court,Glendale,45919,1932-08-24,NULL,151-555-6575,0,0,NULL,0
659,Steuber,Wathalee,6498 Pasa Del Rio,Palo Alto,62437,1960-03-11,NULL,247-555-4183,0,0,NULL,0
660,Cox,Pamela,6538 Camelback Road,Los Angeles,55681,1992-02-19,NULL,520-555-9190,0,0,NULL,0
661,Jacobs,Bronson,7525 Sutcliffe Pl.,Pomona,38362,1936-09-06,NULL,878-555-9083,0,0,NULL,0
662,Barley,Rebecca,7820 Blackridge Drive,W. Linn,45507,1971-02-12,NULL,513-555-7376,0,0,NULL,0
663,Alvaro,Emilio,9061 Isabel,Spokane,93349,1940-03-02,NULL,894-555-5897,0,0,NULL,0
664,Waters,Becky,2266 Bonifacio Street,Woodburn,66656,1934-01-25,NULL,666-555-4999,0,0,NULL,0
665,Jarvis,A. Joyce,3761 Cancroft Road,San Gabriel,80659,1965-10-20,NULL,170-555-2149,0,0,NULL,0
666,Styles,Ruby Sue,9875 Prestwick Court,Lemon Grove,20129,1948-02-15,NULL,989-555-1356,0,0,NULL,0
667,Glenn,Jeanie,1625 Buckingham Dr.,San Jose,73001,1998-08-06,NULL,516-555-6135,0,0,NULL,0
668,Smith,Peggy,2519 Gill Ct.,Palo Alto,49244,1977-11-13,NULL,458-555-3971,0,0,NULL,0
669,Duff,Tish,7178 Cancroft Road,Newport Beach,23958,1943-07-04,NULL,247-555-2035,0,0,NULL,0
670,Lucero,Anita,3801 Roundhouse Place,Orizaba,93749,1994-04-08,NULL,212-555-7499,0,0,NULL,0
671,Burton,Stephen,8713 Live Oak Avenue,Vancouver,78945,1972-12-18,NULL,262-555-7849,0,0,NULL,0
672,Consentino,Amy,8246 Via Del Sol,Chula Vista,15899,1994-06-24,NULL,250-555-2942,0,0,NULL,0
673,Lutes,Helen,3414 Jason Court,Milwaukie,66256,1965-11-12,NULL,324-555-1921,0,0,NULL,0
674,Ecoffey,Linda,3200 Glenmount Drive,Berkeley,68370,1995-06-21,NULL,574-555-8299,0,0,NULL,0
675,Swint,Katherine,1278 Holly Oak Drive,San Gabriel,84889,1985-09-06,NULL,670-555-5906,0,0,NULL,0
676,Slattengren,Dianne,3974 Diver Way,Lakewood,53166,1979-05-11,NULL,872-555-6146,0,0,NULL,0
677,Heymsfield,Ronald,2305 Ravenwood Drive,Victoria,28062,1967-11-06,NULL,991-555-2381,0,0,NULL,0
678,Whitehead,Steven,5255 Corte Valencia,Santa Cruz,61500,1964-12-10,NULL,625-555-9674,0,0,NULL,0
679,Roy,Lisa,3841 Frisbie Ct,Pomona,83049,1965-09-24,NULL,106-555-8196,0,0,NULL,0
680,Burkhardt,Ingrid,7045 Creekside Drive,La Cruz,82649,1932-07-28,NULL,664-555-5117,0,0,NULL,0
681,Whitney,Todd,8540 Donegal Road,Chula Vista,70360,1996-11-20,NULL,168-555-2267,0,0,NULL,0
682,Wisnewski,Barbara,4655 Shuey Ave,San Gabriel,36121,1959-07-17,NULL,987-555-1474,0,0,NULL,0
683,Burkhardt,Karren,6404 Del Mar Ave,Tixapan,88993,1971-09-06,NULL,514-555-6252,0,0,NULL,0
684,Mcanich,Stacie,2773 Kirkwood Dr,San Francisco,93623,1982-09-09,NULL,456-555-4088,0,0,NULL,0
685,Browning,Mary,7432 Corte Valencia,Redmond,13658,1980-02-25,NULL,245-555-2152,0,0,NULL,0
686,Wellington,Alexandra,4055 Hitchcock,Burnaby,10743,1993-06-27,NULL,210-555-7617,0,0,NULL,0
687,Bacugalupi,Cory,1624 Carlisle Way,Redwood City,94937,1945-03-18,NULL,260-555-7967,0,0,NULL,0
688,Rizzi,Stacy,8500 Pinehurst Court,Everett,31891,1981-07-07,NULL,248-555-3060,0,0,NULL,0
689,Sotelo,William,6323 Benedict Court,Lincoln Acres,82248,1996-12-03,NULL,434-555-4298,0,0,NULL,0
690,Stanley,Beth,6110 Price Lane,Lincoln Acres,84363,1988-03-10,NULL,684-555-1677,0,0,NULL,0
691,Markwood,Jill,4187 Banbury Loop,Metchosin,74590,1940-02-19,NULL,780-555-8284,0,0,NULL,0
692,Valentine,Mildred,4228 Pacheco St.,Beaverton,42866,1966-06-21,NULL,392-555-7948,0,0,NULL,0
693,Reams,Suzann,2559 Gumwood,Grossmont,25547,1986-09-14,NULL,511-555-4184,0,0,NULL,0
694,Long,John,5509 Newcastle Road,Portland,83372,1945-06-14,NULL,145-555-2477,0,0,NULL,0
695,Olenzek,Edwin,6751 Yosemite Ct.,Burlingame,59223,1990-02-09,NULL,526-555-9998,0,0,NULL,0
696,Valerio,Jessie,9955 Terra Granada,San Jose,55213,1989-08-11,NULL,184-555-6920,0,0,NULL,0
697,Ahlering,Robert,1451 Victory Lane,Salem,92232,1945-09-27,NULL,587-555-4069,0,0,NULL,0
698,Burke,Megan,8811 Lombardy Lane,Kirkland,31701,1952-04-05,NULL,507-555-3277,0,0,NULL,0
699,Bates,Karel,3217 Elm St,National City,11866,1996-03-19,NULL,934-555-8055,0,0,NULL,0
700,White,Mike,9584 Logan Ct,Lemon Grove,16496,1981-02-03,NULL,876-555-5891,0,0,NULL,0
701,Simpson,Marty,1589 Mt. Tamalpais Place,San Francisco,35530,1941-02-16,NULL,664-555-3955,0,0,NULL,0
702,Jones,Robert,867 La Orinda Place,Lincoln Acres,63222,1986-03-15,NULL,334-555-9132,0,0,NULL,0
703,Casts,Raul,5780 Conifer Terrace,Royal Oak,90517,1974-09-27,NULL,146-555-5825,0,0,NULL,0
704,Browqett,Bridget,5312 Riverwood Circle,Acapulco,27471,1932-11-11,NULL,373-555-4575,0,0,NULL,0
705,Kartz,Kay,480 C Kenwal Rd,Arcadia,77828,1967-09-21,NULL,207-555-8896,0,0,NULL,0
706,Wold,Audrey,267 Aspen Drive,Arcadia,79943,1991-08-25,NULL,457-555-6275,0,0,NULL,0
707,French,Susan,8343 Briowes Valley Rd,Mill Valley,96461,1987-06-15,NULL,553-555-3882,0,0,NULL,0
708,Pederson,Trish,8384 Potomac Drive,Sedro Woolley,64738,1987-09-25,NULL,165-555-3546,0,0,NULL,0
709,Renn,Eric,9371 Corte Del Sol,Downey,21127,1969-09-15,NULL,284-555-8782,0,0,NULL,0
710,Catalano,Elizabeth,9665 Pamploma Ct.,Kirkland,54564,1960-02-13,NULL,819-555-7075,0,0,NULL,0
711,Coleman,Eric,907 Ameno Road,Tacoma,46592,1967-06-05,NULL,300-555-5596,0,0,NULL,0
712,Hurkett,Lawrence,4111 Vista Diablo,San Gabriel,19899,1998-08-04,NULL,857-555-2517,0,0,NULL,0
713,Pettengill,Sara,5607 Willow Creek Ct.,Berkeley,33902,1998-09-02,NULL,361-555-8667,0,0,NULL,0
714,Elson,Jauna,1721 Dianda,Walla Walla,72371,1968-12-04,NULL,393-555-1135,0,0,NULL,0
715,Hirota,Nancy,3471 West Ste. Michelle,Richmond,26244,1973-07-15,NULL,819-555-5913,0,0,NULL,0
716,Blasingame,Linda,9838 Carob Way,Mill Valley,57166,1968-06-11,NULL,762-555-3749,0,0,NULL,0
717,Blackwell,Jackie,4498 Dennis Circle,Lakewood,76200,1960-02-21,NULL,550-555-1813,0,0,NULL,0
718,Moya,Marie,1121 Boynton Avenue,Issaquah,46992,1979-02-28,NULL,754-555-1935,0,0,NULL,0
719,Chesnut,Nicky,6034 Sunset Circle,Marysville,32188,1938-06-25,NULL,566-555-7627,0,0,NULL,0
720,Ortiz,John,5566 Brook Way,Lincoln Acres,68141,1985-12-22,NULL,793-555-6377,0,0,NULL,0
721,Tearpak,Stacey,734 Selena Court,Woodland Hills,19499,1994-09-13,NULL,627-555-1699,0,0,NULL,0
722,Hall,Karen,521 Red Leaf Way,La Jolla,21614,1980-05-14,NULL,877-555-8077,0,0,NULL,0
723,Narberes,Greg,8597 Sandra,Long Beach,38132,1938-11-01,NULL,312-555-9342,0,0,NULL,0
724,Weber,Fannye,1294 Golden Rain Road,Richmond,79116,1970-10-09,NULL,585-555-5349,0,0,NULL,0
725,Kabbes,Diane,2904 Bay View Drive,Santa Cruz,61796,1985-06-23,NULL,704-555-1584,0,0,NULL,0
726,Townsend,Anna,5854 Onley Dr,Burien,95234,1950-10-02,NULL,339-555-8877,0,0,NULL,0
727,Rockne,Carol Ann,4440 Algiers Drive,Downey,42752,1988-11-19,NULL,418-555-7736,0,0,NULL,0
728,Heaney,Brenda,301 Sandy Ln.,Merida,42351,1994-01-26,NULL,975-555-4658,0,0,NULL,0
729,Karavites,Judith,1796 Westbury Dr.,Lincoln Acres,30062,1943-07-09,NULL,479-555-1808,0,0,NULL,0
730,Carreras,Donna,5254 Daylight Place,Santa Monica,94823,1957-09-20,NULL,398-555-1015,0,0,NULL,0
731,Mendiola,Gladys,9659 Walnut Blvd,Metchosin,48696,1995-12-28,NULL,164-555-9451,0,0,NULL,0
732,Trolen,David,3372 Via Cordona,Tixapan,53326,1973-04-07,NULL,106-555-7287,0,0,NULL,0
733,Vernon,Wanda,8031 Danesta Dr.,Grossmont,72360,1939-11-26,NULL,556-555-1693,0,0,NULL,0
734,Lynn,Sharon,4654 Blackridge Drive,Pomona,69444,1990-08-03,NULL,760-555-1815,0,0,NULL,0
735,Cavendish,Brigid,2223 Stillwater Court,Burlingame,54640,1981-08-24,NULL,571-555-7508,0,0,NULL,0
736,Baltazar,Alberto,9099 Bonifacio St,Anacortes,90593,1990-10-18,NULL,798-555-6258,0,0,NULL,0
737,Higgs,Onetha,6922 Estudello,Cliffside,41951,1943-07-20,NULL,633-555-1579,0,0,NULL,0
738,Demott Jr,Della,6709 Prestwick Ave,Langford,44066,1961-10-18,NULL,222-555-2615,0,0,NULL,0
739,Carmichael,Jane,4786 Salvio St.,Yakima,34292,1951-01-03,NULL,318-555-9222,0,0,NULL,0
740,Montera,Hillaine,4827 Gilardy Drive,Milwaukie,25692,1946-08-08,NULL,703-555-7489,0,0,NULL,0
741,Ciochon,Gina,3158 B Avenue I,Imperial Beach,84248,1934-04-04,NULL,161-555-7382,0,0,NULL,0
742,Anderson,Mae,6108 Estudello St.,Ballard,91394,1931-05-07,NULL,456-555-2018,0,0,NULL,0
743,Allen,Marvin,7350 Pinon,Santa Cruz,40236,1931-02-21,NULL,837-555-9539,0,0,NULL,0
744,Bidelman,Chris,555 Moretti Drive,Oakland,32052,1969-11-25,NULL,495-555-6460,0,0,NULL,0
745,Gee,Orlando,2050 Glazier Dr,Issaquah,19763,1962-04-17,NULL,238-555-7268,0,0,NULL,0
746,Breer,Sara,5508 Trembath Court,West Covina,58231,1996-11-14,NULL,818-555-2818,0,0,NULL,0
747,Barrera,Norma,9913 Mt. Whitney Way,San Diego,38396,1938-02-03,NULL,584-555-2254,0,0,NULL,0
748,Banack,Wayne,6282 McNeil Place,National City,43027,1948-02-06,NULL,526-555-9089,0,0,NULL,0
749,Dean,Jacob,941 Tosco Way,Tixapan,62060,1958-08-06,NULL,315-555-7154,0,0,NULL,0
750,Thompson,Kendra,7563 Florencia,Lebanon,32853,1971-02-08,NULL,280-555-3618,0,0,NULL,0
751,Stevens,Liza Marie,2477 MacAlven Drive,Burbank,18048,1994-09-26,NULL,991-555-9310,0,0,NULL,0
752,Davis,Megan,2009 San Marino,Orizaba,54001,1977-11-02,NULL,908-555-8635,0,0,NULL,0
753,Westgaard,Kerry,7176 Chatworth,Bremerton,53592,1980-02-14,NULL,982-555-7614,0,0,NULL,0
754,Agcaoili,Samuel,6963 Grand View Avenue,Bremerton,74743,1972-04-20,NULL,332-555-4993,0,0,NULL,0
755,Sabella,Deanna,8942 Sierra Road,Woodland Hills,23993,1936-06-13,NULL,428-555-2600,0,0,NULL,0
756,Vanderlinden,Kara,8983 Haynes Court,Metchosin,91268,1963-10-16,NULL,701-555-7607,0,0,NULL,0
757,Virden,Keith,9970 Loma Linda,Edmonds,47657,1971-10-24,NULL,159-555-7500,0,0,NULL,0
758,Spencer,Sylvia,2921 Glen Wood Drive,Walla Walla,81094,1942-10-09,NULL,454-555-2135,0,0,NULL,0
759,Castellucio,Joseph,1506 River Rock Lane,Santa Anita,36454,1990-08-28,NULL,835-555-9657,0,0,NULL,0
760,Zugelder,Judy,4710 Northridge Drive,Port Orchard,53924,1990-03-02,NULL,732-555-1236,0,0,NULL,0
761,Malmendier,Kimberly,6206 Heavenly Drive,West Covina,41635,1945-04-18,NULL,236-555-7386,0,0,NULL,0
762,Farrell,Geri,2320 Wee Donegal,Royal Oak,73962,1953-10-23,NULL,816-555-2935,0,0,NULL,0
763,Ault,John,4070 Orange Street,Beverly Hills,60268,1939-01-21,NULL,582-555-2371,0,0,NULL,0
764,Highfill,Fran,438 Mt. Etna,Santa Monica,91190,1981-08-21,NULL,875-555-6124,0,0,NULL,0
765,Waggoner,Julie,5097 Waterfall Way,San Francisco,11225,1941-08-07,NULL,664-555-4189,0,0,NULL,0
766,Estes,Julie,1720 Medburn St,Burien,81017,1998-01-17,NULL,629-555-9653,0,0,NULL,0
767,Jarmillo,Vivian,6633 Military East,Camacho,66212,1983-05-06,NULL,440-555-6346,0,0,NULL,0
768,Steele,Joan,6165 Silverwood Drive,Kirkland,31667,1998-04-06,NULL,667-555-5096,0,0,NULL,0
769,Thompson,Daniel,3989 Crestwood Circle,Spokane,53523,1976-05-26,NULL,741-555-4074,0,0,NULL,0
770,Howard,Curtis,3775 Hilltop Dr.,Puyallup,55638,1999-04-03,NULL,990-555-1453,0,0,NULL,0
771,Elliott,Shannon,9196 Landana Dr.,Renton,45864,1995-02-20,NULL,187-555-8060,0,0,NULL,0
772,Kobylinski,Andrew,1893 Argyll Ave.,Berkeley,14141,1984-02-20,NULL,459-555-4067,0,0,NULL,0
773,Verdad,Dora,225 San Miguel Rd.,Haney,95821,1966-02-10,NULL,817-555-3960,0,0,NULL,0
774,Browning,Dave,3175 Olivera Rd.,Redmond,30259,1997-06-10,NULL,452-555-2253,0,0,NULL,0
775,Lyeba,Robert,4416 Harvard Drive,Santa Cruz,51809,1933-10-02,NULL,594-555-6117,0,0,NULL,0
776,Handley,Jean,7620 Del Vista,Coronado,51408,1977-04-12,NULL,491-555-6696,0,0,NULL,0
777,Meyerhoff,Gary,9115 Arthur Rd.,Fremont,66587,1964-02-26,NULL,348-555-9684,0,0,NULL,0
778,Vigil,Shane,2574 Napa,Renton,71418,1934-05-01,NULL,929-555-5234,0,0,NULL,0
779,Gash,Dominic,6979 Euclid Ave.,Ballard,25291,1952-03-23,NULL,694-555-4670,0,0,NULL,0
780,Greer,Jane,3348 Del Vista Court,Salem,29922,1956-07-21,NULL,637-555-2505,0,0,NULL,0
781,Benson,Payton,5351 N. Civic Dr.,Lemon Grove,48956,1960-06-15,NULL,425-555-9570,0,0,NULL,0
782,Mitzner,Joseph,4630 Concord Blvd.,Olympia,19748,1967-03-11,NULL,390-555-6034,0,0,NULL,0
783,Brooks,Willie,9543 West I St.,Beaverton,49447,1996-07-08,NULL,202-555-2727,0,0,NULL,0
784,Hass,Ann,8452 Pine Hollow Rd.,Cliffside,67189,1973-02-05,NULL,429-555-1477,0,0,NULL,0
785,Netz,Amir,6275 Bel Air Drive,Redmond,91253,1983-10-23,NULL,502-555-9455,0,0,NULL,0
